name,asin,keyword,price,stars,rating_count,url
"Disque dur externe Seagate Ghost-Spider Special Edition FireCuda 2 To, USB 3.2 1re génération, voyants LED RVB personnalisables roses avec services Rescue (STKL2000419)",B0B6G51DJD,SSD,101,"4,5 sur 5 étoiles",1 592 évaluations,https://www.amazon.fr/Seagate-FireCuda-4e-g%C3%A9n%C3%A9ration-NVMe-1-4-ZP2000GM3A013/dp/B0B6G51DJD/ref=sr_1_114
Western Digital SSD Green 240G *SN350,B093QL56WR,SSD,,"4,7 sur 5 étoiles",987 évaluations,https://www.amazon.fr/Western-Digital-Green-240G-SN350/dp/B093QL56WR/ref=sr_1_113
"WAVLINK - Adaptateur USB 3.0 vers SATA pour SSD 2,5"" et HDD - Câble USB vers SATA - Adaptateur fixe, 2,5""",B09FLQM6Q7,SSD,12,"4,5 sur 5 étoiles",387 évaluations,https://www.amazon.fr/WAVLINK-Adaptateur-vers-SATA-pour/dp/B09FLQM6Q7/ref=sr_1_112
VERBATIM Vi560 S3 M.2 SSD - SSD interne 512GB - Solid State Drive - interface SATA III M.2 - disque dur interne technologie 3D-NAND - SSD 512GB haute performance - jusqu’à 560MB/s - bleu,B083ZL7JG2,SSD,47,"4,7 sur 5 étoiles",12 évaluations,https://www.amazon.fr/Verbatim-49363-Disque-SSD-Gbit/dp/B083ZL7JG2/ref=sr_1_111
Integral Disque SSD 500 Go TLC M1 NVME M.2 2280 PCIe Gen3x4 R-3450 Mo/s W-2400 Mo/s,B09P5BTJTJ,SSD,36,"4,5 sur 5 étoiles",910 évaluations,https://www.amazon.fr/Disque-Integral-Gen3x4-R-3450-W-2400/dp/B09P5BTJTJ/ref=sr_1_110
Integral Disque SSD 250GB SSD M.2 2280 NVME 1.2 PCIe Gen3x4 R-2000MB/s W-1200MB/s M1,B09MG41W7Q,SSD,26,"4,6 sur 5 étoiles",9 évaluations,https://www.amazon.fr/Integral-Disque-Gen3x4-R-2000-W-1200/dp/B09MG41W7Q/ref=sr_1_109
"Corsair MP600 Pro LPX 2TB M.2 NVMe PCIe x4 Gen4 SSD - Optimisé pour La PS5 (Jusqu’à 7,100MB/sec Lecture Séquentielle Ultrarapides Allant, 6,800MB/sec D’écriture ) Noir",B09Q2NCFS7,SSD,228,"4,8 sur 5 étoiles",1 586 évaluations,https://www.amazon.fr/Corsair-MP600-NVMe-PCIe-Gen4/dp/B09Q2NCFS7/ref=sr_1_108_mod_primary_new
"Intenso SSD interne 512 Go, Top Performance, 2,5"" (6,3cm), Sata III, noir",B00D1E6RMW,SSD,,"4,7 sur 5 étoiles",3 082 évaluations,https://www.amazon.fr/Intenso-Performance-Disque-Flash-Interne/dp/B00D1E6RMW/ref=sr_1_107
"Hikvision Disque Dur Externe 1To, 2.5"" Portable HDD USB-C, USB 3.1, Résistant Aux Chutes, à la Pluie, à la Poussière, avec USB-C C-C, Robuste et Durable HDD pour Mac/PC/PS4/Xbox/Téléphone - S30",B0B5Q9YBM6,SSD,64,"4,4 sur 5 étoiles",664 évaluations,https://www.amazon.fr/Hikvision-Portable-R%C3%A9sistant-Poussi%C3%A8re-T%C3%A9l%C3%A9phone/dp/B0B5Q9YBM6/ref=sr_1_106
"Magix SSD Alpha EVO , SATA III 2,5"" 6 Gbps , Vitesses de lecture/écriture allant jusqu'à 500/490 Mo/s , 3D NAND MLC/TLC , Interne (120Go)",B07QYV2699,SSD,16,"4,5 sur 5 étoiles",214 évaluations,https://www.amazon.fr/Magix-Alpha-500Mb-Internal-120GB/dp/B07QYV2699/ref=sr_1_105
"Gigastone 256 Go Game Turbo SSD Interne 2.5〞Disque Dur SSD SATA III 6 Go/s. 3D NAND Flash, Haute Vitesse de Lecture jusqu'à 520 Mo/s. pour PS4, PC, Ordinateur Portable et Laptop",B07Q43Y274,SSD,28,"4,5 sur 5 étoiles",251 évaluations,https://www.amazon.fr/Gigastone-N-A-SSD-256/dp/B07Q43Y274/ref=sr_1_104
"64Go mSATA Internal SSD Sharkspeed Plus Disque Interne Solid State Drive SATA III 6Go/s Mini SATA 3D NAND,pour Mini PC Ordinateurs Portables tablettes et PC(64Go, mSATA)",B0B63PGSL3,SSD,21,"5,0 sur 5 étoiles",1 évaluation,https://www.amazon.fr/Internal-Sharkspeed-Ordinateurs-Portables-tablettes/dp/B0B63PGSL3/ref=sr_1_103
"Silicon Power SSD 2TB 3D NAND A55 SLC Cache Performance Boost 2.5 inch SATA III 7mm (0.28"") Internal Solid State Drive",B07SGBJK7H,SSD,109,"3,9 sur 5 étoiles",39 évaluations,https://www.amazon.fr/Silicon-Power-Cache-Performance-Internal/dp/B07SGBJK7H/ref=sr_1_102
Emtec ECSSD256GX250 - Disque SSDInterne - 2.5'' - SATA - Collection X250 Power Plus - 3D NAND - 256 GB,B081HSWCRS,SSD,27,"4,5 sur 5 étoiles",47 évaluations,https://www.amazon.fr/Emtec-ECSSD256GX250-Carte-Interne-Collection/dp/B081HSWCRS/ref=sr_1_101
"SanDisk Ultra 500 Go 3D SSD, jusqu'à 560 Mo/s",B0B7VWFN4B,SSD,90,"3,8 sur 5 étoiles",48 évaluations,https://www.amazon.fr/SanDisk-Ultra-500-SSD-jusqu%C3%A0/dp/B0B7VWFN4B/ref=sr_1_100
Kingston KC3000 PCIe 4.0 NVMe M.2 SSD - Stockage haute performant pour PC de bureau et PC portables -SKC3000S/512G,B09K7CR37G,SSD,73,"4,7 sur 5 étoiles",721 évaluations,https://www.amazon.fr/Kingston-KC3000-PCIe-4-0-NVMe/dp/B09K7CR37G/ref=sr_1_99_mod_primary_new
"Corsair MP510, Force Series, 480 Go Ultra-Rapides PCIe Gen 3 x4, M.2 NVMe, Disque SSD (Jusqu’à 3 480 Mo/s Lecture Séquentielle et 2 000 Mo/s D’Écriture Séquentielle, 3D TLC NAND et Format M.2) Noir",B084ZW96N8,SSD,70,"4,7 sur 5 étoiles",1 680 évaluations,https://www.amazon.fr/Corsair-Ultra-Rapides-Lecture-S%C3%A9quentielle-D%C3%89criture/dp/B084ZW96N8/ref=sr_1_98
"OYUNKEY 1 to SSD SATA III 6 Go/S 3D TLC NAND Disque Dur Interne 2,5 Pouces Solid State Drive Vitesse de Lecture jusqu'à 550 Mo/s, Compatible avec Ordinateur Portable et Ordinateur de Bureau",B0BKGFVRWM,SSD,56,"4,3 sur 5 étoiles",82 évaluations,https://www.amazon.fr/OYUNKEY-Interne-Compatible-Ordinateur-Portable/dp/B0BKGFVRWM/ref=sr_1_97
"Seagate HDD Barracuda 1TB 2.5"" 5.4K SATA 7mm ST1000LM048",B01LYNQXCP,HDD,57,"4,6 sur 5 étoiles",5 327 évaluations,https://www.amazon.fr/Seagate-Barracuda-Disque-5400-TR-128-Mo/dp/B01LYNQXCP/ref=sr_1_56
"Disque Dur Externe Toshiba Canvio Basics 1To, Noir, USB 3.2. Gen 1 (HDTB410EK3AA)",B07997KKSK,HDD,52,"4,7 sur 5 étoiles",78 257 évaluations,https://www.amazon.fr/Toshiba-HDTB410EK3AA-Disque-Externe-Portable/dp/B07997KKSK/ref=sr_1_96
"Western Digital WD Red Plus 3.5"" 2000 Go Série ATA III",B08VH891FS,HDD,78,"4,6 sur 5 étoiles",385 évaluations,https://www.amazon.fr/Western-Digital-Plus-2000-S%C3%A9rie/dp/B08VH891FS/ref=sr_1_95_mod_primary_new
,,HDD,,,,https://www.amazon.fr/externe-portable-Seagate-USB-3-0-STHH2000400/dp/B07LGNHNJ9/ref=sr_1_94
"Hurricane Disque Dur Externe Portable HDD 320Go, 2,5"" USB 3.0 en Aluminium pour Le Stockage, Sauvegarde pour Ordinateur Portable, Ordinateur de Bureau, PC, TV, Ps4, Ps5, Xbox, Windows, Mac, Linux",B07QHWGXYK,HDD,27,"4,3 sur 5 étoiles",286 évaluations,https://www.amazon.fr/Hurricane-GD25612-Externe-Aluminium-Festplatte/dp/B07QHWGXYK/ref=sr_1_93
Seagate Momentus Thin 7200 500gb Sata,B00II56U0I,HDD,€,"4,5 sur 5 étoiles",405 évaluations,https://www.amazon.fr/Seagate-Momentus-Thin-7200-500gb/dp/B00II56U0I/ref=sr_1_92
WD Gold 16To HDD sATA 6Gb/s 512e,B089S33PR3,HDD,469,"4,2 sur 5 étoiles",87 évaluations,https://www.amazon.fr/Western-Digital-Gold-16To-sATA/dp/B089S33PR3/ref=sr_1_91
"Western Digital WD Red Plus 3.5"" 3000 Go Série ATA III",B08VH9NDV7,HDD,114,"4,4 sur 5 étoiles",461 évaluations,https://www.amazon.fr/Western-Digital-Plus-3000-S%C3%A9rie/dp/B08VH9NDV7/ref=sr_1_90_mod_primary_new
"Seagate SkyHawk 6 To, Disque dur interne de surveillance HDD, 3,5"" SATA 6 Gbit/s, 256 Mo mémoire cache, pour système de caméras de sécurité, services Rescue valables 3 ans (ST6000VX001)",B07CN9QQ41,HDD,164,"4,4 sur 5 étoiles",1 666 évaluations,https://www.amazon.fr/Seagate-Skyhawk-ST6000VX001-Disque-6000Go/dp/B07CN9QQ41/ref=sr_1_89
"Seagate IronWolf Pro, 16 to, Disque Dur d'entreprise Interne NAS HDD – CMR, 3,5”, SATA 6 Gbits/s, 7 200 TR/Min, 256 Mo de mémoire Cache, Rescue Services (ST16000NT001)",B0B94PNF7P,HDD,446,"5,0 sur 5 étoiles",2 évaluations,https://www.amazon.fr/Seagate-IronWolf-Disque-dentreprise-Interne/dp/B0B94PNF7P/ref=sr_1_88
"WD 4To My Passport Bleu - Disque dur externe portable avec logiciels de gestion et de sauvegarde et protection par mot de passe, compatible PC, Xbox et PS4",B07VP5WG78,HDD,127,"4,5 sur 5 étoiles",2 301 évaluations,https://www.amazon.fr/WD-Passport-sauvegarde-automatique-protection/dp/B07VP5WG78/ref=sr_1_87_mod_primary_new
"Seagate IronWolf Pro, 20 to, Disque Dur d'entreprise Interne NAS HDD – CMR, 3,5”, SATA 6 Gbits/s, 7 200 TR/Min, 256 Mo de mémoire Cache, Rescue Services (ST20000NT001)",B0B94MF4LP,HDD,609,"5,0 sur 5 étoiles",3 évaluations,https://www.amazon.fr/Seagate-IronWolf-Disque-dentreprise-Interne/dp/B0B94MF4LP/ref=sr_1_86
Seagate Surv. Skyhawk 6To HDD,B079HCMBFT,HDD,164,"4,2 sur 5 étoiles",87 évaluations,https://www.amazon.fr/Video-Skyhawk-256MB-5-4K-SATA/dp/B079HCMBFT/ref=sr_1_85
"Seagate Barracuda Pro 2.5"" 1000 Go Série ATA III",B07957Q6RY,HDD,66,"4,6 sur 5 étoiles",281 évaluations,https://www.amazon.fr/Seagate-DD-P-SG-1T-LM049-Disque-Dur-Interne/dp/B07957Q6RY/ref=sr_1_84
"WD Blue 4 To 3.5"" Disque dur interne - Classe 5400 RPM, SATA 6 Gb/s, Cache de 64 Mo",B00HRNYWIO,HDD,154,"4,5 sur 5 étoiles",1 525 évaluations,https://www.amazon.fr/interne-Desktop-Mainstream-intellipower-al%C3%A9atoire/dp/B00HRNYWIO/ref=sr_1_83
"JAHURO 4 To Portable HDD HDD External USB 3.1 USB-C 4 To Mobile Disque Dur External, 3 Years Rescue Service, Compatible avec Playstation, Xbox, PC, Mac, Windows, Linux (4 TB, Gold)",B0BQ3R983P,HDD,,,,https://www.amazon.fr/JAHURO-Portable-External-Compatible-Playstation/dp/B0BQ3R983P/ref=sr_1_82
"Toshiba -MQ01ABD100- Disque dur interne 2,5'' 1000 Go SATA II",B009AYVNMQ,HDD,€,"4,4 sur 5 étoiles",3 533 évaluations,https://www.amazon.fr/Toshiba-MQ01ABD100-Disque-interne-1000/dp/B009AYVNMQ/ref=sr_1_81
"Seagate Surveillance HDD Skyhawk 3.5"" 2000 Go SATA",B093Z5DD7C,HDD,72,"4,7 sur 5 étoiles",5 évaluations,https://www.amazon.fr/Seagate-Surveillance-Skyhawk-2000-SATA/dp/B093Z5DD7C/ref=sr_1_80_mod_primary_new
"4 To External Disque dur Portable HDD USB 3.0 Mobile Disque Dur External 3 Year Rescue Service Compatible avec Desktop/Ordinateur portable/Mac (4 To,Bleu)",B0BP2H8CDZ,HDD,,,,https://www.amazon.fr/External-Portable-Compatible-Ordinateur-portable/dp/B0BP2H8CDZ/ref=sr_1_79
Seagate ST500VT000 Disque Dur Interne 500 Go SATA,B00CY9TQQY,HDD,18,"4,4 sur 5 étoiles",94 évaluations,https://www.amazon.fr/Seagate-ST500VT000-Disque-interne-SATA/dp/B00CY9TQQY/ref=sr_1_78
"Western Digital WD Blue Disque Dur Interne 3,5"" 500 Go SATA",B00E1C93L0,HDD,38,"4,2 sur 5 étoiles",15 évaluations,https://www.amazon.fr/Western-Digital-Blue-Disque-Interne/dp/B00E1C93L0/ref=sr_1_77
"Seagate IronWolf 3 To, Disque dur interne NAS HDD, CMR 3,5"" SATA 6 Gbit/s 5 400 tr/min, 64 Mo de mémoire cache, pour NAS RAID, services Rescue valables 3 ans (ST3000VNZ06)",B09NKZWXDD,HDD,104,"4,1 sur 5 étoiles",10 évaluations,https://www.amazon.fr/Seagate-IronWolf-services-valables-ST3000VNZ06/dp/B09NKZWXDD/ref=sr_1_76
"Western Digital - WD Blue SSD - Disque SSD interne 2.5"" SATA 2To 3D NAND",B073SBRHH6,HDD,165,"4,6 sur 5 étoiles",6 983 évaluations,https://www.amazon.fr/Western-Digital-Interne-WD-Blue/dp/B073SBRHH6/ref=sr_1_75
Seagate Compatible IronWolf ST4000VN006 - Festplatte - 4 TB - SATA 6Gb/s,B09T74CSCW,HDD,201,"3,6 sur 5 étoiles",32 évaluations,https://www.amazon.fr/Seagate-Compatible-IronWolf-ST4000VN006-Festplatte/dp/B09T74CSCW/ref=sr_1_74
Seagate Surv. Skyhawk 7200 4TB HDD,B086YXF658,HDD,144,"4,2 sur 5 étoiles",9 évaluations,https://www.amazon.fr/Seagate-Surv-Skyhawk-7200-4TB/dp/B086YXF658/ref=sr_1_73
Video 2.5 Hdd 500gb Sata,B00DH3TBZM,HDD,24,"4,7 sur 5 étoiles",51 évaluations,https://www.amazon.fr/Video-2-5-Hdd-500gb-Sata/dp/B00DH3TBZM/ref=sr_1_72
Seagate 1TB Ordinateur Portable HDD SATA 6Gb/S 128MB Cache 2.5-inch Disque Dur Interne,B06XRZ8GB9,HDD,€,"4,4 sur 5 étoiles",384 évaluations,https://www.amazon.fr/Seagate-Ordinateur-Portable-Interne-St1000lm035/dp/B06XRZ8GB9/ref=sr_1_71
"WESTERN DIGITAL Blue WD20EZAZ - Disque dur - 2 To - interne - 3.5"" - SATA 6Gb/s - 5400 tours/min - mémoire tampon : 256 Mo",B07JC1TQ7N,HDD,64,"4,6 sur 5 étoiles",21 803 évaluations,https://www.amazon.fr/Western-Digital-Disque-Interne-Capacit%C3%A9/dp/B07JC1TQ7N/ref=sr_1_70_mod_primary_new
"JAHURO 4 To Portable HDD External Disque dur USB 3.1 USB-C HDD 4 To Mobile Disque Dur External 3-Year Rescue Service Compatible avec Mac, Bureau, Ordinateur portable (4 To, Bleu)",B0BQC3HNNZ,HDD,45,,,https://www.amazon.fr/JAHURO-Portable-External-Compatible-Ordinateur/dp/B0BQC3HNNZ/ref=sr_1_69
"Seagate One Touch 5 To, Disque dur externe HDD –Bleu clair, USB 3.0, pour PC portable et Mac, Abonnement de 4 mois à la formule Adobe Creative Cloud, et services Rescue valables 2 ans (STKC5000402)",B08JDLVNZ5,HDD,129,"4,7 sur 5 étoiles",324 évaluations,https://www.amazon.fr/Seagate-portable-Abonnement-Creative-STKC5000402/dp/B08JDLVNZ5/ref=sr_1_68
HP Storeeasy 16tb Lff HDD Bndl,B00JI9PIHO,HDD,,,,https://www.amazon.fr/Storeeasy-16tb-Lff-HDD-Bndl/dp/B00JI9PIHO/ref=sr_1_67
Seagate Barracuda 500 Go (ST500DM009),B01IEKG3TY,HDD,46,"4,6 sur 5 étoiles",22 253 évaluations,https://www.amazon.fr/Seagate-Barracuda-Disque-500-Go-40-70/dp/B01IEKG3TY/ref=sr_1_66
Crucial X8 4To SSD Portable - Jusqu’à 1050Mo/s - PC et Mac - Disque SSD externe USB 3.2 - CT4000X8SSD9,B0B787PNL7,HDD,,"4,6 sur 5 étoiles",8 100 évaluations,https://www.amazon.fr/Crucial-X8-4To-externe-CT4000X8SSD9/dp/B0B787PNL7/ref=sr_1_65
"WD_Black P10 4To - Disque dur portable externe gaming pour un accès mobile à votre bibliothèque de jeux, fonctionne sur console et PC",B07VNTFK87,HDD,139,"4,6 sur 5 étoiles",320 évaluations,https://www.amazon.fr/WD_Black-P10-4To-biblioth%C3%A8que-fonctionne/dp/B07VNTFK87/ref=sr_1_64
"Seagate IronWolf 10 To, Disque dur interne NAS HDD – CMR 3,5 pouces SATA 6 Gbits/s 7 200 tr/min, 256 Mo de mémoire cache, pour stockage en réseau NAS RAID, services Rescue (ST10000VN000)",B095R8NNRY,HDD,,"3,8 sur 5 étoiles",11 évaluations,https://www.amazon.fr/Seagate-IronWolf-Interne-Pouces-200-TR/dp/B095R8NNRY/ref=sr_1_63
"Disque dur externe 2 To USB 3.1 USB-C 2 To HDD HDD External Reliable Backup for Gaming, Students, Professionals (2 To, Red)",B0BQC9J4QN,HDD,37,,,https://www.amazon.fr/externe-External-Reliable-Students-Professionals/dp/B0BQC9J4QN/ref=sr_1_62
"JAHURO 4 To Portable HDD HDD External USB 3.1 USB-C 4 To Mobile Disque Dur External, 3 Years Rescue Service, Compatible avec Playstation, Xbox, PC, Mac, Windows, Linux (4 TB, Red)",B0BQ3PBRKV,HDD,48,,,https://www.amazon.fr/JAHURO-Portable-External-Compatible-Playstation/dp/B0BQ3PBRKV/ref=sr_1_61
"Seagate IronWolf Pro, 18 to, Disque Dur d'entreprise Interne NAS HDD – CMR, 3,5”, SATA 6 Gbits/s, 7 200 TR/Min, 256 Mo de mémoire Cache, Rescue Services (ST18000NT001)",B0B94MRX2H,HDD,552,"5,0 sur 5 étoiles",2 évaluations,https://www.amazon.fr/Seagate-IronWolf-Disque-dentreprise-Interne/dp/B0B94MRX2H/ref=sr_1_60
"Seagate SkyHawk 6 To, Disque dur interne de vidéosurveillance, 3,5"", SATA 6 Go/s, 256 Mo de mémoire cache, pour système de caméras de sécurité, 3 ans services Rescue en interne, FFP (ST6000VXZ01)",B07H28M89D,HDD,164,"4,6 sur 5 étoiles",4 510 évaluations,https://www.amazon.fr/Seagate-St6000vxz01-1-64-Cam%C3%A9ras-Surveillance-syst%C3%A8mes/dp/B07H28M89D/ref=sr_1_59
"Seagate Laptop Thin HDD Disque dur interne 2,5"" 500 Go SATA II",B008BG62A2,HDD,34,"4,5 sur 5 étoiles",628 évaluations,https://www.amazon.fr/Seagate-Laptop-Thin-Disque-interne/dp/B008BG62A2/ref=sr_1_58
"Disque Dur Externe Toshiba Canvio Basics 2To, Noir, USB 3.2. Gen 1 (HDTB420EK3AA)",B07994QL95,HDD,69,"4,7 sur 5 étoiles",43 804 évaluations,https://www.amazon.fr/Toshiba-HDTB420EK3AA-Disque-Externe-Portable/dp/B07994QL95/ref=sr_1_57
"Seagate HDD Ironwolf 3,5"" 1TB SATA 6GB/s",B0BNGMFMZB,HDD,77,,,https://www.amazon.fr/Seagate-HDD-Ironwolf-1TB-SATA/dp/B0BNGMFMZB/ref=sr_1_56
"Seagate Barracuda 2TB Desktop Barracuda ST2000DM008, 3.5"", ST2000DM008 (Barracuda ST2000DM008, 3.5, 2000 GB, 7200 RPM)",B075QJTBVT,HDD,€,"4,5 sur 5 étoiles",1 929 évaluations,https://www.amazon.fr/Seagate-barracuda-desktop-3-5in-ST2000DM008/dp/B075QJTBVT/ref=sr_1_55
"Disque dur externe 2 To portable, disque dur externe 2 To portable, disque dur externe SSD haute vitesse USB 3.1 HDD externe 2 To pour Mac, PC, ordinateur portable (2 To Black-A)-B5",B0BNTF1GB3,HDD,,"2,2 sur 5 étoiles",6 évaluations,https://www.amazon.fr/Disque-externe-portable-vitesse-ordinateur/dp/B0BNTF1GB3/ref=sr_1_54
WD Red Plus 8To SATA 6Gb/s 3.5p HDD,B09QQX27GM,HDD,234,"4,6 sur 5 étoiles",310 évaluations,https://www.amazon.fr/Red-Plus-8To-SATA-3-5p/dp/B09QQX27GM/ref=sr_1_53
"Seagate DISQUES DURS Barracuda 2To, ST2000DM008, 2 to",B075WWN4QJ,HDD,59,"4,6 sur 5 étoiles",2 156 évaluations,https://www.amazon.fr/Seagate-Barracuda-Disque-interne-Argent/dp/B075WWN4QJ/ref=sr_1_52_mod_primary_new
"Mommachi Disque Dur Externe, 2To - USB 3.1 Ultra-Mince 2.5"" Design métallique HDD Portable pour PC, Mac, Portable (Noir)",B0BTCNXJDD,HDD,29,"4,8 sur 5 étoiles",6 956 évaluations,https://www.amazon.fr/Mommachi-Disque-Dur-Externe-2To/dp/B0BTCNXJDD/ref=sr_1_51
"Hikvision Disque Dur Externe 1To, 2.5"" Portable HDD USB-C, USB 3.1, Résistant Aux Chutes, à la Pluie, à la Poussière, avec USB-C C-C, Robuste et Durable HDD pour Mac/PC/PS4/Xbox/Téléphone - S30",B0B5Q9YBM6,HDD,64,"4,4 sur 5 étoiles",664 évaluations,https://www.amazon.fr/Hikvision-Portable-R%C3%A9sistant-Poussi%C3%A8re-T%C3%A9l%C3%A9phone/dp/B0B5Q9YBM6/ref=sr_1_50
"Seagate Surveillance HDD Skyhawk 3.5"" 2000 Go SATA",B08T8J1K6M,HDD,64,"4,2 sur 5 étoiles",63 évaluations,https://www.amazon.fr/Seagate-Surveillance-Skyhawk-2000-SATA/dp/B08T8J1K6M/ref=sr_1_49
"Seagate IronWolf Pro, 4 to, Disque Dur d'entreprise Interne NAS HDD – CMR, 3,5”, SATA 6 Gbits/s, 7 200 TR/Min, 256 Mo de mémoire Cache, Rescue Services (ST4000NT001)",B0B94MX35D,HDD,155,"3,4 sur 5 étoiles",3 évaluations,https://www.amazon.fr/Seagate-IronWolf-Disque-dentreprise-Interne/dp/B0B94MX35D/ref=sr_1_55
"Toshiba 320GB 2.5"" SATA 2.5"" 320 Go - Disques durs (2.5"", 320 Go, 5400 tr/min)",B004UGUVU4,HDD,15,"4,4 sur 5 étoiles",2 581 évaluations,https://www.amazon.fr/Toshiba-320GB-SATA-320Go-disque/dp/B004UGUVU4/ref=sr_1_54
"Western Digital Blue 3.5"" 2000 Go SATA",B08VH8R94B,HDD,60,"4,5 sur 5 étoiles",2 698 évaluations,https://www.amazon.fr/Western-Digital-Blue-2000-SATA/dp/B08VH8R94B/ref=sr_1_53
"Toshiba DT01ACA100 Disque dur interne 32 MO 3,5'' SATA III 7200 tours/min 1 To",B009AYWCJE,HDD,49,"4,2 sur 5 étoiles",2 960 évaluations,https://www.amazon.fr/Toshiba-DT01ACA100-Disque-interne-tours/dp/B009AYWCJE/ref=sr_1_52
"Seagate Exos X16, 16 To, Disque dur interne d’entreprise HDD, SATA, 3,5"" 6 Gbit/s, 128 Mo de mémoire cache, pour entreprise et centre de données (ST16000NM002G)",B07TBG66PY,HDD,369,"2,8 sur 5 étoiles",11 évaluations,https://www.amazon.fr/Seagate-Technology-ST16000NM002G-Enterprise-7200RPM/dp/B07TBG66PY/ref=sr_1_51
Toshiba 4TB S300 Surveillance HDD,B0BGM58VQK,HDD,92,"3,9 sur 5 étoiles",5 évaluations,https://www.amazon.fr/Toshiba-4TB-S300-Surveillance-HDD/dp/B0BGM58VQK/ref=sr_1_50
"Toshiba S300 2 to Disque Dur Interne HDD pour Surveillance - Bulk (3,5 Pouces SATA 6 Gbit/s 5400 TR/Min 128 Mo de mémoire Cache)",B08L9TLPJV,HDD,67,"4,6 sur 5 étoiles",317 évaluations,https://www.amazon.fr/Toshiba-S300-Disque-Interne-Surveillance/dp/B08L9TLPJV/ref=sr_1_49
"Disque dur externe 16 To, disque dur externe externe 16000 Go USB 3.1 externe HDD pour Mac, PC, ordinateur portable (16 To Silver)",B0BNP3MG7K,HDD,114,"1,0 sur 5 étoiles",2 évaluations,https://www.amazon.fr/Disque-externe-disque-ordinateur-portable/dp/B0BNP3MG7K/ref=sr_1_48
Western Digital HDD Red Plus 6TB 3.5 SATA 256MB,B0BDXQ61Z9,HDD,181,"4,7 sur 5 étoiles",5 évaluations,https://www.amazon.fr/Western-Digital-Plus-SATA-256MB/dp/B0BDXQ61Z9/ref=sr_1_47
"Sonnics Disque dur SATA 7200 tr/min 4 To 3,5"" pour PC de bureau ou de surveillance Système de vidéosurveillance DVR (renouvelé)",B0BJQGBYRK,HDD,89,,,https://www.amazon.fr/Sonnics-surveillance-Syst%C3%A8me-vid%C3%A9osurveillance-renouvel%C3%A9/dp/B0BJQGBYRK/ref=sr_1_46
"Western Digital WD Red Plus 3.5"" 4000 Go Série ATA III",B08VH8C3WZ,HDD,101,"4,5 sur 5 étoiles",2 247 évaluations,https://www.amazon.fr/Western-Digital-Plus-4000-S%C3%A9rie/dp/B08VH8C3WZ/ref=sr_1_45
WD Elements Disque Dur Externe Portable 2 To - USB 3.0 - WDBU6Y0020BBK-EESN,B00D0L5BH8,HDD,83,"4,6 sur 5 étoiles",2 850 évaluations,https://www.amazon.fr/Elements-Disque-Externe-Portable-WDBU6Y0020BBK-EESN/dp/B00D0L5BH8/ref=sr_1_44
"Seagate IronWolf 4 To, Disque dur interne NAS HDD, CMR 3,5"" SATA 6 Gbit/s 5 900 tr/min, 64 Mo de mémoire cache, pour NAS RAID, Ouverture facile, services Rescue valables 3 ans (ST4000VNZ08)",B07H289S79,HDD,€,"4,7 sur 5 étoiles",11 131 évaluations,https://www.amazon.fr/Seagate-St4000vnz08-Ironwolf-Interne-1-8-Bay-syst%C3%A8mes/dp/B07H289S79/ref=sr_1_43
"Disque Dur Externe Portable - 2.5'' USB 3.0 Ultra Fin Tout-Aluminium Stockage HDD pour PC, Mac, TV, Ordinateur de Bureau, Wii U, Windows (160Go, Gris)",B07CS92BKQ,HDD,20,"4,5 sur 5 étoiles",41 066 évaluations,https://www.amazon.fr/Maxone-externe-portable-ordinateur-Charcoal/dp/B07CS92BKQ/ref=sr_1_42
"UnionSine Disque Dur Externe Portable 250Go Ultra-Mince 2.5"" USB 3.0, SATA, Stockage HDD pour PC, Mac, Ordinateur de Bureau, Ordinateur Portable, Wii U, Xbox, PS4 (Noir) HD-006",B091FRKWMD,HDD,26,"4,6 sur 5 étoiles",16 155 évaluations,https://www.amazon.fr/UnionSine-Externe-Portable-Anti-interf%C3%A9rence-Ordinateur/dp/B091FRKWMD/ref=sr_1_41
"Seagate Exos X16, 14 To, Disque dur interne d’entreprise HDD, SATA, 3.5"", pour entreprise et centre de données (ST14000NM001G)",B07T63FDJQ,HDD,€,"4,4 sur 5 étoiles",832 évaluations,https://www.amazon.fr/Seagate-Technology-ST14000NM001G-Enterprise-7200RPM/dp/B07T63FDJQ/ref=sr_1_40
"WD Blue Disque dur interne (Bulk) Desktop Mainstream 500 Go 3,5 pouces SATA 7200 RPM",B00461G3MS,HDD,28,"4,5 sur 5 étoiles",4 720 évaluations,https://www.amazon.fr/Disque-interne-Desktop-Mainstream-pouces/dp/B00461G3MS/ref=sr_1_39
"WD 5 To Elements Disque dur portable externe - USB 3.0, noir",B07X41PWTY,HDD,114,"4,7 sur 5 étoiles",54 043 évaluations,https://www.amazon.fr/Elements-Disque-dur-portable-externe/dp/B07X41PWTY/ref=sr_1_38
"Disque Dur Externe Toshiba Canvio Basics 4To, Noir, USB 3.2. Gen 1 (HDTB440EK3CA)",B07KPM58FX,HDD,93,"4,6 sur 5 étoiles",11 738 évaluations,https://www.amazon.fr/Canvio-Basics-2-5-Black-USB/dp/B07KPM58FX/ref=sr_1_37
